ax,ay,az,gx,gy,gz,beat_event
-0.718506,5.470225,7.405401,0.853659,5.853659,-4.756098,0
-0.718506,5.527705,7.328760,1.219512,0.853659,0.487805,0
-0.699346,5.479805,7.453301,-1.585366,-3.048780,-3.658537,0
-0.718506,5.508545,7.386240,-0.121951,2.195122,-1.219512,0
-0.737666,5.594766,7.453301,4.146341,-0.731707,1.097561,0
-0.747246,5.422325,7.367080,-3.536585,-5.365854,5.121951,0
-0.718506,5.537285,7.386240,-4.756098,5.487805,-0.853659,0
-0.766406,5.546865,7.453301,-5.731708,-7.317073,6.951220,0
-0.699346,5.527705,7.309600,-1.097561,-3.170732,4.390244,0
-0.718506,5.518125,7.453301,0.487805,2.317073,-3.902439,0
-0.737666,5.508545,7.395821,6.585366,-1.097561,-2.317073,0
-0.708926,5.479805,7.414981,8.170732,-0.731707,-0.853659,0
-0.699346,5.431904,7.472461,-1.097561,-2.926829,0.487805,0
-0.689766,5.575606,7.386240,-9.390244,-3.292683,7.195122,0
-0.804727,5.556446,7.405401,-0.365854,-0.487805,-5.000000,0
-0.699346,5.489385,7.424561,1.951220,1.707317,-3.536585,0
-0.814307,5.537285,7.347920,1.829268,-1.829268,-2.682927,0
-0.670605,5.479805,7.405401,0.000000,0.609756,6.829268,0
-0.747246,5.489385,7.319180,-0.487805,-3.414634,-0.853659,0
